sig_z,longitude_mm,latitude_mm,risk_encoded
-0.23733297128390157,0.48701000408329875,0.3720912682558708,0
-0.6391986571451812,0.497187627603104,0.36340835441914154,1
0.609455438209509,0.21900775826868113,0.5759621787188708,2
-0.6391986571451812,0.5450081665986115,0.1370977049762507,1
-0.6391986571451812,0.5353919967333605,0.14131042748701558,1
-1.184587802242632,0.4140057166190285,0.1755626581435611,0
0.164532714577378,0.5928950592078399,0.2620100324055578,1
-0.8257791541522038,0.3751071866067788,0.3054867492342523,1
-0.03640012835326178,0.6031441404654956,0.2679895236826919,1
-0.8257791541522038,0.5021335238873004,0.4743330225951081,1
-0.23733297128390157,0.5271437321355661,0.3456030541128424,1
-0.43826581421454136,0.5704675377705186,0.27511874639321704,1
-0.9980073052356093,0.5646028991425069,0.23047898077862122,1
-0.43826581421454136,0.25362903225806477,0.733812758023705,1
0.5951030922858919,0.5571968150265416,0.23724419585386425,2
1.0256734699944057,0.5550020416496535,0.2737781329071781,1
-0.03640012835326178,0.17711821151490348,0.5932481022772673,1
0.164532714577378,0.5804512045732952,0.19851733475385097,1
-0.43826581421454136,0.5615149040424665,0.12148976783415458,0
0.3654655575080178,0.2055532870559409,0.5521063612553825,1
-0.23733297128390157,0.2798999591670066,0.7744306831801839,1
-0.43826581421454136,0.26291853817884814,0.5025258578594576,1
-0.03640012835326178,0.5875153123723971,0.17470590846539708,1
-0.43826581421454136,0.5120355247039603,0.16932569805122744,0
-0.03640012835326178,0.2831359738668846,0.7699560527367161,1
-0.43826581421454136,0.28505002041649696,0.7826030985040175,1
-0.03640012835326178,0.19814209881584333,0.6320504283748392,1
-0.23733297128390157,0.5424765210289912,0.14457317885204424,0
-0.43826581421454136,0.566067782768477,0.23051005460114532,1
0.5807507463622748,0.5905420579828498,0.2602077506991611,2
-0.6391986571451812,0.5208248264597799,0.11337062192036224,0
-0.43826581421454136,0.557538791343406,0.1592267057309007,0
-0.43826581421454136,0.5633983258472846,0.29808674035601723,1
-1.184587802242632,0.2830236831359736,0.7725618147112354,1
-0.23733297128390157,0.5993824009799926,0.15993696453145112,1
-0.43826581421454136,0.5147356063699471,0.2634616238291828,1
-0.43826581421454136,0.5225602286647613,0.30133173525103213,0
-0.03640012835326178,0.2661341363821963,0.4843787455053936,1
-0.9980073052356093,0.2760616578195183,0.47642384693922857,1
-0.23733297128390157,0.25414965291955927,0.6932969325698052,1
-0.43826581421454136,0.24973458554512096,0.5290495849425135,0
-0.23733297128390157,0.200193956717027,0.5481289119723,1
-0.23733297128390157,0.5336616986525113,0.290966395880499,1
-0.03640012835326178,0.5728562678644344,0.22203134016957432,1
0.5807507463622748,0.2644497754185382,0.8223420783948152,2
-0.43826581421454136,0.5292415271539408,0.14953611222089053,0
-0.9980073052356093,0.3220855451204576,0.6215385981266925,1
-0.9980073052356093,0.5386586361780319,0.06842899631553248,1
-0.8257791541522038,0.5511535320538998,0.08128468060549562,1
